ID,URL,Title,Text,Summary,Topic,Label
16,https://www.polemia.com/guerre-en-ukraine-lombre-de-staline/,Guerre en Ukraine. L’ombre de Staline,"Guerre en Ukraine. L’ombre de Staline. Par Eric Delcroix, juriste, essayiste et écrivain, auteur de Droit, conscience et sentiments ♦ La guerre russo-ukrainienne, c’est le point Godwin à tout va : la lutte entre le « nouvel Hitler » (Poutine) et les « nazis ukrainiens » d’Azov , héritiers de Stepan Bandera. Une guerre des propagandes aussi ridicule que peu explicative. Pour Eric Delcroix, c’est le souvenir du stalinisme et des morts de la grande famine (Holodomor) qui explique la résistance ukrainienne.","La guerre russo-ukrainienne, c’est le point Godwin à tout va. La lutte entre le ‘ nouvel Hitler’ (Poutine) and les ‘nazis ukrainiens » d’Azov.",Société & culture,Politique
17,https://www.profession-gendarme.com/vaccin-anti-covid-la-descente-aux-enfers-deloise/,Vaccin anti-Covid : la descente aux enfers d’Éloïse – Profession Gendarme,"Vaccin anti-Covid : la descente aux enfers d’Éloïse – Profession Gendarme. Vue(s) : 3 880 Publié le 16/05/2022 à 18h45 • Mis à jour le 17/05/2022 à 08h45 Écrit par Élie Saïkali Cette jeune maman seine-et-marnaise de 32 ans enchaîne les pathologies, les pertes de mémoires et les malaises qu’elle impute à sa deuxième dose de vaccin Pfizer. Avec son avocat, elle assignera prochainement la société américaine en justice dans le but d’obtenir réparation. Elle vit aujourd’hui un enfer. Le 12 juillet 2021, cette jeune maman seine-et-marnaise – greffière à la cour d’appel de Paris – va faire sa seconde dose de vaccin contre la Covid-19.",Vaccin anti-Covid : la descente aux enfers d’Éloïse – Profession Gendarme. Elle vit aujourd’hui un enfer.,Santé publique & médecine,Santé publique & médecine 
18,https://ripostelaique.com/un-president-en-panne-didees-peut-il-encore-diriger-le-pays.html,Un président en panne d’idées peut-il encore diriger le pays ? – Riposte Laique,"Un président en panne d’idées peut-il encore diriger le pays ? – Riposte Laique. Vues : 37 L’information est énorme, incroyable tout autant qu’inquiétante. Elle est pourtant passée quasi inaperçue. Aucun débat, pas le moindre commentaire dans la presse… Et pourtant elle est capitale.","Riposte Laique: L’information est énorme, incroyable tout autant qu’inquiétante. Elle est pourtant passée quasi inaperçue. Aucun débat, pas le moindre commentaire dans la presse… Et pourtants elle est capitale.",Politique,Politique
19,https://www.polemia.com/libye-tribus-et-barbus-le-bobardement-en-attendant-lenlisement/,"Libye, tribus et barbus : le « bobardement »… en attendant l’enlisement","Libye, tribus et barbus : le « bobardement »… en attendant l’enlisement. De nombreux blessés et sans doute des morts le 19 avril dans le sud-est de la Turquie (à majorité kurde) où les forces de police ont réprimé avec leur brutalité habituelle des émeutes déclenchées par la décision de la Haute Commission électorale d’annuler les candidatures de douze indépendants, dont sept bénéficiaient du soutien du Parti kurde pour la paix et la démocratie. Paris — où une manifestation antiturque a aussitôt bloqué le 20 avril toute circulation sur les Grands Boulevards — doit-il intervenir et exiger la déchéance du premier ministre Erdogan ? Des morts et des blessés aussi le 18 avril à Jaïtapur, dans l’ouest de l’Inde, où la police a tiré sur des opposants à un important projet nucléaire du géant français Areva dans l’Etat du Maharashtra. Paris doit-il intervenir exiger la mise en accusation du gouvernement de la « plus grande démocratie du monde » ?",De nombreux blessés et sans doute des morts le 19 avril dans le sud-est de la Turquie. Paris doit-il intervenir exiger la mise en accusation du gouvernement de la 'plus grande démocratie',Politique,Politique
20,https://lesobservateurs.ch/2022/07/31/soyez-vous-meme-une-fallaci/,Soyez vous-même une Fallaci !,"Soyez vous-même une Fallaci !. Nous essayons toujours de transmettre la réalité de toutes nos forces Soyez aussi Fallaci!- par László Zöldi Szentesi 27.07.2022 Le premier article de notre nouvelle série est consacré à une question importante. Une question dont j'ai fait l'expérience personnelle, mais que je n'ai jamais partagée avec d'autres jusqu'à présent. Alors : que suggérerais-je aux jeunes journalistes ? Cela fait plusieurs jours que je lis des articles sur Oriana Fallaci, notamment l'excellent livre de Krisztina Wéber sur elle, mais aussi les écrits de la journaliste italienne elle-même, décédée en 2006.",Soyez vous-même une Fallaci !. Nous essayons toujours de transmettre la réalité de toutes nos forces Soyez aussi Fallaci!- par László Zöldi Szentesi.,Société & culture,Politique
21,https://www.bvoltaire.fr/vaccin-anti-covid-que-penser-des-troubles-menstruels/,Vaccin anti-Covid : que penser des troubles menstruels ?,"Vaccin anti-Covid : que penser des troubles menstruels ?. Depuis quelques années, particulièrement depuis l'épidémie de grippe de 2009, un nombre croissant de Français est méfiant vis-à-vis des vaccins. Le dernier en date, celui destiné à lutter contre le virus du Covid, parce qu'il fait appel à une technique nouvelle (celle de l'ARN messager), a suscité de nombreuses inquiétudes et fut accusé par certains de tous les maux. Les effets secondaires à long terme ne pourront être envisagés que dans dix ou quinze ans, mais on a déjà une vision assez fiable des effets secondaires à court terme, grâce aux études entreprises par les agences de santé française ou européenne. Une étude menée conjointement par l'Agence nationale de sécurité du médicament et des produits de santé (ANSM) et la Caisse nationale d'assurance maladie, regroupées sous l'identité EPI-PHARE, avait déjà permis d’étudier le risque de myocardite (inflammation du muscle cardiaque) et de péricardite (inflammation de la membrane qui entoure le cœur) avec les vaccins à ARN messager chez des sujets de 12 à 50 ans en France.","Un nombre croissant de Français est méfiant vis-à-vis des vaccins. Le dernier en date, celui destiné à lutter contre le virus du Covid, fait appel à une technique nouvelle (celle de l'ARN messager)",Santé publique & médecine,Santé publique & médecine 
22,https://www.francesoir.fr/culture-cinema/tully-charlize-theron-super-maman-critique,"""Tully"": Charlize Theron super-maman (critique)","Tully': Charlize Theron super-maman (critique). CRITIQUE – Dans le film 'Tully' qui sort ce mercredi, Charlize Theron joue les mères de famille nombreuse épuisée, découragée, déprimée, qui revit grâce à l'aide que vient lui apporter une jeune nounou engagée pour s'occuper de son nouveau-né la nuit. SORTIE CINÉ – Loin des blondes sexy et des femmes d'action qu'elle incarne souvent, Charlize Theron sait prendre des risques, abandonner le maquillage, lester son corps de kilos superflus et jouer les mères de famille déprimées plutôt que les super-héroïnes. C'est le cas dans Tully, qui sort ce mercredi 27 juin sur les écrans français. Elle y incarne Marlo, 40 ans, qui accouche de son troisième enfant.","Tully' sort ce mercredi 27 juin sur les écrans français. Elle y incarne Marlo, 40, qui accouche de son troisième enfant. Charlize Theron sait prendre des risques.",Sécurité & criminalité,Société & culture
23,https://www.francesoir.fr/politique-france/le-comite-scientifique-se-detache-t-il-du-gouvernement-les-derniers-messages-le,Le comité scientifique se détache-t-il du gouvernement ? Les derniers messages le laissent penser,"Le comité scientifique se détache-t-il du gouvernement ? Les derniers messages le laissent penser. ANALYSE : Le 9 septembre le président du Conseil scientifique Jean-François Delfraissy déclarait : « Face au rebond de l'épidémie, le gouvernement sera obligé de prendre des décisions difficiles ». Ceci lui valait hier un recadrage d'Emmanuel Macron : 'Chacun doit rester à sa place, c'est aux dirigeants démocratiquement élus de prendre des décisions'. Quelle interprétation ?","Le président du Conseil scientifique Jean-François Delfraissy déclarait : 'Face au rebond de l'épidémie, le gouvernement sera obligé'",Politique,Politique
24,https://www.francesoir.fr/videos-le-defi-de-la-verite/ne-peut-plus-accepter-ces-mensonges-detat-christian-perronne,"""On ne peut plus accepter ces mensonges d'État"" Christian Perronne","On ne peut plus accepter ces mensonges d'État' Christian Perronne. À l'occasion de la sortie du livre de Robert Kennedy Jr, le professeur Perronne, multipliant les déclarations explosives, revient pour dénoncer les actes de collusion et de corruptions qui minent nos systèmes de santé. Ancien chef du service des maladies infectieuses de l’hôpital de Garches, il est l’un des meilleurs spécialistes des maladies infectieuses et tropicales. Dans le cadre d'un défi de la vérité, il est venu présenter le livre de Robert Kennedy Jr : 'Antony Fauci, Bill Gates et Big Pharma: leur guerre mondiale contre la démocratie et la santé publique', dont il a préfacé la version française. Le livre, publié aux éditions Marco Pietteur, sortira le 14 février prochain.","On ne peut plus accepter ces mensonges d'État' Christian Perronne. 'Antony Fauci, Bill Gates and Big Pharma: leur guerre mondiale contre la démocratie and la santé publique'",Politique,Politique
26,https://lesalonbeige.fr/le-sinn-fein-en-tete-en-irlande-du-nord/,Le Sinn Fein en tête en Irlande du Nord,"Le Sinn Fein en tête en Irlande du Nord. D’Olivier Bault dans Présent : […] On aurait toutefois tort de croire que la victoire du Sinn Féin serait le prélude à un référendum sur la réunification avec la république d’Irlande. Si le Sinn Féin est arrivé premier, c’est d’abord à cause de la division du vote unioniste. Sa majorité n’est que relative, avec 27 sièges seulement sur 90. Le DUP, parti unioniste conservateur et pro-vie, qui dominait jusqu’ici, est arrivé deuxième avec 25 sièges.","Sinn Fein en tête en Irlande du Nord. Le DUP, parti unioniste conservateur et pro-vie, est arrivé deuxième. Sa majorité n’est que relative, avec 27 sièges seulement sur 90.",Politique,Politique
28,https://www.profession-gendarme.com/reflexions-dun-professeur-de-lettres-soumise-a-un-devoir-dinformation-de-ses-eleves-sur-le-vax-covid-entre-mythe-et-realite/,"Réflexions d’un professeur de lettres soumise à un devoir d’information de ses élèves sur le vax covid, entre mythe et réalité – Profession Gendarme","Réflexions d’un professeur de lettres soumise à un devoir d’information de ses élèves sur le vax covid, entre mythe et réalité – Profession Gendarme. Vue(s) : 2 649 11/04/2022 (2022-04-11) Par Sarah Bertran Je fais partie de ce qu’on appelle une Institution, un organe de l’État salué comme étant l’école de la République, un lieu de vie et d’éducation présenté comme un bastion de l’éducation populaire avec une Charte de la laïcité en bonne et due forme et une devise que je me dois de ne pas ternir en tant que fonctionnaire de l’État. Et pourtant, combien de fois me suis-je demandé, avec cette boule amère au creux des côtes, surtout depuis la rentrée de septembre 2021, pourquoi je marchais à côté de zombies chargés de former d’autres golems en devenir. Souvent, ma besogne dans ce collège me faisait traverser des couloirs où je croisais sans cesse des adolescents entre 11 et 15 ans en moyenne, au regard terrifié d’attraper un virus mortifère pour lequel on ne leur donnerait pas de traitement efficace et même pire, auxquels on administrerait le sacro-saint Doliprane. J’arpente le hall d’entrée de mon collège sans masque et à moi, le surveillant ne me dit rien.","Réflexions d’un professeur de lettres soumise à un devoir d‘information de ses élèves sur le vax covid, entre mythe and réalité.",Société & culture,Société & culture
31,https://lalettrepatriote.com/ursula-von-der-leyen-menace-les-italiens-a-la-veille-des-elections/,La Lettre Patriote,"La Lettre Patriote. Didier Dewitte Les Vallaud, ce poison de la république Il y a parfois des familles qui semblent avoir fait carrière dans l’entrave. Les Vallaud en sont l’incarnation parfaite. Maria Dubovikova Le Déluge d’Al-Aqsa et l’Ascension du Grand Israël – Une Catastrophe Humanitaire et un Nouvel Ordre Régional Didier Dewitte Il est minuit moins une pour la France Hugo Rouet Nicolas Sarkozy en prison : les juges punissent la France Julien Michel Ce qui s’est passé au Louvre, c’est ce que subit la France depuis quarante-cinq ans Robin de La Roche La France des honnêtes gens est au bord de la rupture Robin de La Roche Le “20 Heures” de Léa Salamé coule… et personne ne jette de bouée","Les Vallaud en sont l’incarnation parfaite. La Lettre Patriote. Didier Dewitte Les Vallaud, ce poison de la république.",Société & culture,Société & culture
32,https://www.dreuz.info/2022/02/grand-remplacement-francais-de-papier-pecresse-manque-didees-et-pioche-dans-les-idees-de-lextreme-droite-259484.html,"« Grand remplacement », « Français de papier »… Pécresse manque d'idées et pioche dans les idées de ""l’extrême droite""","« Grand remplacement », « Français de papier »… Pécresse manque d'idées et pioche dans les idées de 'l’extrême droite'. Source : Nouvelobs En convoquant Renaud Camus, Maurras ou Péguy pour dépeindre la « nouvelle France » qu’elle veut voir éclore, Valérie Pécresse a surtout exhumé de grandes constantes du discours nationaliste, pour compenser la carence totale d’idées personnelles, et l’impossibilité de distinguer son programme de celui du président Macron, lors de son premier meeting de campagne au Zénith. Devenez « lecteur premium », pour avoir accès à une navigation sans publicité, et nous soutenir financièrement pour continuer de défendre vos idées ! En tant que lecteur premium, vous pouvez également participer à la discussion et publier des commentaires. Montant libre « Vous verrez, ce premier grand meeting de campagne sera un cri d’amour de Valérie Pécresse pour le pays », nous avait promis un proche de la candidate, il y a quelques jours.","Pécresse exhumé de grandes constantes du discours nationaliste, pour compenser la carence totale d’idées personnelles. En convoquant Renaud Camus, Maurras ou Péguy pour dépeindre la 'nouvelle France'",Société & culture,Politique
33,https://lesdeqodeurs.fr/six-usines-britanniques-sur-dix-risquent-de-faire-faillite-en-raison-de-la-flambee-des-factures/,Six usines britanniques sur dix risquent de faire faillite en raison de la flambée des factures,"Six usines britanniques sur dix risquent de faire faillite en raison de la flambée des factures. Article original datant du 03/09/22 par Bloomberg Six in 10 British Factories at Risk of Going Under as Bills Soar NDLR : Cet article est une traduction de Bloomberg, un média mainstream qui pousse le narratif du pass climatique. Nous l'avons traduit pour montrer que d'autres états accordent aussi leurs violons pour participer au même orchestre symphonique des perroquets inconscients. La flambée des factures d’énergie menace de mettre six fabricants britanniques sur dix en faillite, selon une enquête qui met à nu l’ampleur de la crise à laquelle est confronté le prochain premier ministre. MakeUK, le groupe de lobbying des usines britanniques, a déclaré que près de la moitié des fabricants ont connu une hausse de plus de 100 % de leurs factures d’électricité au cours de l’année écoulée.",Six usines britanniques sur dix risquent de faire faillite en raison of la flambée des factures. Six in 10 British Factories at Risk of Going Under as Bills Soar.,Environnement & climat,Environnement & climat
34,https://lesdeqodeurs.fr/louverture-des-sceaux-de-lapocalypse/,L’ouverture des sceaux de l’Apocalypse,"L’ouverture des sceaux de l’Apocalypse. Introduction nécessaire Tout d’abord, une introduction importante. Depuis Moïse, il y a 2 différents enseignements. Ces extraits proviennent de manuscrits accessibles mais tenus discrets par le Vatican et d’autres institutions. Les manuscrits de la mer morte confirment l’approche abordé ci-dessous.","L’ouverture des sceaux de l’Apocalypse. L’approche abordé ci-dessous. Depuis Moïse, il y a 2 différents enseignements.",Société & culture,Société & culture
35,https://www.francesoir.fr/actualites-france/retraites-la-cfdt-cheminots-appelle-la-greve-reconductible-faute-dengagements-du,"Retraites: la CFDT-Cheminots appelle à la grève reconductible, faute d'engagements du gouvernement","Retraites: la CFDT-Cheminots appelle à la grève reconductible, faute d'engagements du gouvernement. La CFDT-Cheminots, qui avait déposé un préavis de grève pour obtenir 'des engagements clairs' du gouvernement, a appelé lundi 'tous les cheminots à se mettre en grève reconductible' jeudi, faute d'avoir obtenu des réponses de l'exécutif, a-t-elle annoncé lundi. Le syndicat appelle dans un tract les salariés de la SNCF à 'montrer au gouvernement leur détermination à défendre les spécificités de (leurs) métiers'. 'L'appel urgent à la négociation lancé par la CFDT-Cheminots au travers de son préavis (annoncé le 21 novembre, déposé le 27 novembre, ndlr) n'a pas été saisi par le gouvernement. Celui-ci a refusé de clarifier sa position et de répondre aux légitimes attentes des cheminots.","La CFDT-Cheminots appelle à la grève reconductible, faute d'engagements du gouvernement. Le syndicat appelle dans un tract les salariés de the SNCF.",Politique,Politique
36,https://lesalonbeige.fr/le-programme-dun-nouvel-ordre-mondial-presuppose-une-economisation-totale-de-lhomme/,Le programme d’un nouvel ordre mondial présuppose une économisation totale de l’homme,"Le programme d’un nouvel ordre mondial présuppose une économisation totale de l’homme. Extraits d’un entretien donné par le cardinal Müller, préfet émérite de la Congrégation pour la doctrine de la foi : Depuis quelques décennies, l’exigence selon laquelle l’ordre mondial existant doit être remplacé par un ordre qui ne connaît plus le recours à Dieu, mais seulement celui au progrès inconditionnel, hante à nouveau le discours politique. La revendication de cet ordre mondial, appelé “Nouvel ordre mondial”, se fait presque en marge du discours politique, public. Que devons-nous comprendre par “Nouvel ordre mondial” ? Aussi bien selon la confession de foi juive que chrétienne, c’est Dieu lui-même qui, dans sa souveraine bonté, a créé le monde à partir du néant et l’a ordonné dans sa parole (logos, raison) et son esprit (force, sagesse) éternels.","Le programme d’un nouvel ordre mondial présuppose une économisation totale de l’homme. Aussi bien selon la confession de foi juive que chrétienne, c’est Dieu lui-même.",Société & culture,Société & culture
37,https://www.polemia.com/ukraine-qui-ment-et-pourquoi/,"Ukraine : qui ment, et pourquoi ?","Ukraine : qui ment, et pourquoi ?. Par Camille Galic, journaliste et essayiste ♦ Qualifiée de « propagandiste de Poutine » par The Times, flétrie dans Le Point pour son « consentement au pire », Amnesty International file un mauvais coton politique. Une première pour cette organisation portée aux nues depuis sa création en 1961 par l’avocat britannique Peter Solomon dit Benenson et dont les premières cibles furent le Portugal du président Salazar et l’Algérie Française. Son crime ? Avoir, dans un rapport publié le 4 août, mis en cause les méthodes de la présidence et du commandement ukrainiens, par définition intouchables alors qu’ils sont loin d’être exemplaires.",Amnesty International file un mauvais coton politique. Avoir mis en cause les méthodes de la présidence et du commandement ukrainiens.,Politique,Politique
